age;year;rank;ICD-2_code;underlying_cause;total_N;percentage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2005;9;F19;multiple drug use and use of other psychoactive substances;10;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2005;9;R99;Other ill-defined and unspecified causes of mortality;10;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2005;9;F11;use of opioids;10;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;1;X70;Intentional self-harm by hanging strangulation and suffocation;43;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;2;X42;Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] not elsewhere classified;28;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;3;C53;Malignant neoplasm of cervix uteri;22;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;4;C71;Malignant neoplasm of brain;17;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;5;C43;Malignant melanoma of Skin;13;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;6;X44;Accidental poisoning by and exposure to other and unspecified drugs medicaments and biological substances;11;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;6;G40;Epilepsy;11;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;8;E84;Cystic fibrosis;10;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;8;C50;Malignant neoplasm of breast;10;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29 years;2015;8;J18;Pneumonia organism unspecified;10;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;1;28A;Pulmonary tuberculosis;1.291;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;2;28B;Phthisis (not def. as t.b.);632;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;3;79A;Valvular disease;399;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;4;137;Puerperal fever;322;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;5;79C;Other organic disease of heart;207;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;6;92B;Pneumonia (type not stated);200;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;7;92A;Lobar pneumonia;196;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;8;29A;Acute phthisis;148;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;9;120A;Bright's disease (as 1901 list);140;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1915;10;10;Influenza;136;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;1;31;Tuberculosis of the respiratory system;1.572;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;2;146;Puerperal sepsis;241;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;3;101a;Lobar pneumonia;203;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;4;90(2);Mitral valve disease;149;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;5;46;Cancer of the female genital organs;127;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;6;129;Chronic nephritis (including unspecified over 10 years of age);126;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;7;11a(1);Influenza with pulmonary and pneumonic complications;124;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;7;90(4);Other or unspecified valve disease;124;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;9;101b;Pneumonia (not otherwise specified);105;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1925;10;148;Puerperal albuminuria and convulsions;100;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;1;23;Tuberculosis of the respiratory system;1.279;24,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;2;92(2);Mitral valve disease;210;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;3;145a;Puerperal septicaemia and pyaemia not returned as post-abortion;205;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;4;108;Lobar pneumonia;178;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;5;131;Chronic nephritis;134;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;6;46;Cancer of the digestive organs and peritoneum;129;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;7;92(5);Other or unspecified valve disease;111;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;8;50;Cancer of the breast;89;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;9;140;Post-abortive sepsis;79;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1935;9;146;Puerperal albuminuria and convulsions;79;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;1;13b;Tb. of the resp. system without mention of occupational disease of lung;985;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;2;92b(1);Mitral valve disease;212;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;3;50;Cancer of the breast;89;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;4;197;Deaths of civilians due to operations of war;82;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;5;92b(2);Other specified valvular diseases (inc. sequelae of rheumatic fever);71;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;6;131c;Chronic nephritis not otherwise specified;67;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;7;163ba;Suicide by poisoning by coal gas;61;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;8;85;Epilepsy;58;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;9;108(2);Lobar pneumonia without mention of influenza;51;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1945;10;131b;Arteriosclerotic kidney;50;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;1;2;Pulmonary tuberculosis;197;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;2;410;Diseases of mitral valve;130;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;3;170;Malignant neoplasm of breast;100;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;4;171;Malignant neoplasm of cervix uteri;63;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;5;592;Chronic nephritis;47;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;6;972;Suicide and self-inflicted poisoning by gases in domestic use;42;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;7;330;Subarachnoid haemorrhage;40;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;8;345;Multiple sclerosis;32;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;9;353;Epilepsy;29;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1955;10;204;Leukaemia and aleukaemia;28;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;1;170;Malignant neoplasm of breast;81;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;2;330;Subarachnoid haemorrhage;46;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;3;410;Diseases of mitral valve;42;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;4;241;Asthma;39;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;5;970;Suicide and self-inflicted poisoning by analgesic and soporific substances;36;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;6;420;Arteriosclerotic heart disease, including coronary disease;33;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;7;171;Malignant neoplasm of cervix uteri;29;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;8;972;Suicide and self-inflicted poisoning by gases in domestic use;27;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;9;201;Hodgkin's disease;26;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1965;10;193;Malignant neoplasm of brain and other parts of nervous system;25;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;1;174;Malignant neoplasm of breast;87;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;2;950;Suicide and self inflicted poisoning by solid or liquid substances;57;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;3;180;Malignant neoplasm of cervix uteri;46;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;4;430;Subarachnoid haemorrhage;38;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;5;410;Acute myocardial infarction;27;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;6;812;Motor vehicle traffic accident involving collision with another motor vehicle;22;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;7;191;Malignant neoplasm of brain;21;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;7;205;Myeloid leukaemia;21;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;9;183;Malignant neoplasm of ovary, fallopian tube, and broad ligament;18;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1975;9;980;Poisoning by solid or liquid substances, undetermined whether accidental or purposely inflicted;18;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;1;174;Malignant neoplasm of female breast;97;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;2;180;Malignant neoplasm of cervix uteri;74;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;3;430;Subarachnoid haemorrhage;42;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;4;950;Suicide and selfinflicted poisoning by solid or liquid substances;38;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;5;812;Other motor vehicle traffic accident involving collision with another motor vehicle;27;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;6;191;Malignant neoplasm of brain;24;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;7;205;Myeloid leukaemia;22;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;8;183;Malignant neoplasm of ovary and other uterine adnexa;21;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;8;340;Multiple sclerosis;21;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1985;10;202;Other malignant neoplasm of lymphoid and histiocytic tissue;20;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;1;174;Malignant neoplasm of female breast;114;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;2;180;Malignant neoplasm of cervix uteri;64;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;3;430;Subarachnoid haemorrhage;41;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;4;345;Epilepsy;37;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;5;571;Chronic liver disease and cirrhosis;33;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;5;980;Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted;33;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;7;191;Malignant neoplasm of brain;28;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;8;950;Suicide and selfinflicted poisoning by solid or liquid substances;24;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;9;199;Malignant neoplasm without specification of site;20;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;1995;9;205;Myeloid leukaemia;20;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;1;C50;Malignant neoplasm of breast;64;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;2;C53;Malignant neoplasm of cervix uteri;37;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;3;X70;Intentional self-harm by hanging strangulation and suffocation;33;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;4;K70;Alcoholic liver disease;32;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;5;G40;Epilepsy;25;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;6;C71;Malignant neoplasm of brain;21;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;7;I60;Subarachnoid hemorrhage;18;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;8;C56;Malignant neoplasm of ovary;15;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;8;F11;use of opioids;15;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2005;10;C43;Malignant melanoma of Skin;14;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;1;C50;Malignant neoplasm of breast;58;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;2;X70;Intentional self-harm by hanging strangulation and suffocation;46;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;3;X42;Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] not elsewhere classified;41;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;4;K70;Alcoholic liver disease;36;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;5;C53;Malignant neoplasm of cervix uteri;32;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;6;C71;Malignant neoplasm of brain;25;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;7;G40;Epilepsy;20;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;8;I60;Subarachnoid hemorrhage;16;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;9;X44;Accidental poisoning by and exposure to other and unspecified drugs medicaments and biological substances;15;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-34 years;2015;9;C18;Malignant neoplasm of colon;15;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;1;28A;Pulmonary tuberculosis;1.173;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;2;28B;Phthisis (not def. as t.b.);642;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;3;79A;Valvular disease;528;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;4;79C;Other organic disease of heart;291;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;5;42;Cancer of female genital organs;281;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;6;92A;Lobar pneumonia;232;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;7;137;Puerperal fever;226;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;8;92B;Pneumonia (type not stated);215;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;9;120A;Bright's disease (as 1901 list);210;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1915;10;43;Cancer of breast;181;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;1;31;Tuberculosis of the respiratory system;1.407;22,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;2;46;Cancer of the female genital organs;258;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;3;146;Puerperal sepsis;209;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;4;129;Chronic nephritis (including unspecified over 10 years of age);204;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;5;101a;Lobar pneumonia;197;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;6;47;Cancer of the breast;180;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;7;90(2);Mitral valve disease;173;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;8;90(4);Other or unspecified valve disease;168;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;9;11a(1);Influenza with pulmonary and pneumonic complications;139;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;10;44;Cancer of the pharynx, oesophagus, stomach, liver and annexa;106;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1925;10;144;Puerperal haemorrhage;106;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;1;23;Tuberculosis of the respiratory system;963;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;2;92(2);Mitral valve disease;262;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;3;46;Cancer of the digestive organs and peritoneum;217;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;4;108;Lobar pneumonia;199;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;5;50;Cancer of the breast;187;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;6;131;Chronic nephritis;185;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;7;48;Cancer of the uterus;180;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;8;92(5);Other or unspecified valve disease;134;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;9;145a;Puerperal septicaemia and pyaemia not returned as post-abortion;120;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1935;10;93b(3);Other myocardial degeneration;111;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;1;13b;Tb. of the resp. system without mention of occupational disease of lung;813;18,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;2;92b(1);Mitral valve disease;289;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;3;50;Cancer of the breast;233;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;4;83a;Cerebral haemorrhage;92;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;5;46c;Cancer of the intestines other than duodenum or rectum;89;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;6;107(2);Broncho-pneumonia without mention of influenza;84;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;6;46b;Cancer of the stomach and duodenum;84;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;8;49;Cancer of other female genital organs;83;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;8;197;Deaths of civilians due to operations of war;83;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1945;10;92b(2);Other specified valvular diseases (inc. sequelae of rheumatic fever);78;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;1;170;Malignant neoplasm of breast;172;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;2;2;Pulmonary tuberculosis;168;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;3;410;Diseases of mitral valve;147;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;4;171;Malignant neoplasm of cervix uteri;102;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;5;175;Malignant neoplasm of ovary, fallopian tube, and broad ligament;63;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;6;592;Chronic nephritis;59;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;7;330;Subarachnoid haemorrhage;53;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;8;972;Suicide and self-inflicted poisoning by gases in domestic use;51;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;9;331;Cerebral haemorrhage;50;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1955;10;151;Malignant neoplasm of stomach;47;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;1;170;Malignant neoplasm of breast;197;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;2;171;Malignant neoplasm of cervix uteri;96;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;3;410;Diseases of mitral valve;89;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;4;970;Suicide and self-inflicted poisoning by analgesic and soporific substances;73;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;5;330;Subarachnoid haemorrhage;72;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;6;420;Arteriosclerotic heart disease, including coronary disease;68;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;7;175;Malignant neoplasm of ovary, fallopian tube, and broad ligament;62;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;8;241;Asthma;59;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;9;153;Malignant neoplasm of large intestine, except rectum;50;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1965;10;331;Cerebral haemorrhage;49;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;1;174;Malignant neoplasm of breast;241;15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;2;410;Acute myocardial infarction;74;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;3;430;Subarachnoid haemorrhage;70;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;4;180;Malignant neoplasm of cervix uteri;58;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;5;950;Suicide and self inflicted poisoning by solid or liquid substances;56;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;6;153;Malignant neoplasm of large intestine, except rectum;37;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;6;183;Malignant neoplasm of ovary, fallopian tube, and broad ligament;37;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;8;485;Bronchopneumonia, unspecified;31;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;8;162;Malignant neoplasm of trachea, bronchus and lung;31;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35-39 years;1975;10;191;Malignant neoplasm of brain;30;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
